PATCH_IDX,PATCH_CMD,BaseResRef,Sex,Race,InanimateType,Plot,LowGore
10267,REPLACE,nw2shrubs1_,4,****,4,****,****
10268,REPLACE,nw2sigil_,4,****,4,****,****
10269,REPLACE,nw2signarms_,4,****,4,****,****
10270,REPLACE,nw2signcamp_,4,****,4,****,****
10271,REPLACE,nw2signinn_,4,****,4,****,****
10272,REPLACE,nw2signleft_,4,****,4,****,****
10273,REPLACE,nw2signp1_,4,****,4,****,****
10274,REPLACE,nw2signp2_,4,****,4,****,****
10275,REPLACE,nw2signp3_,4,****,4,****,****
10276,REPLACE,nw2signp4_,4,****,4,****,****
10277,REPLACE,nw2signp5_,4,****,4,****,****
10278,REPLACE,nw2signsun_,4,****,4,****,****
10279,REPLACE,nw2signup_,4,****,4,****,****
10280,REPLACE,nw2sofa_,4,****,4,****,****
10281,REPLACE,nw2soulh0_,4,****,4,****,****
10282,REPLACE,nw2soulh1_,4,****,4,****,****
10283,REPLACE,nw2soulh2_,4,****,4,****,****
10284,REPLACE,nw2soulh3_,4,****,4,****,****
10285,REPLACE,nw2soulh4_,4,****,4,****,****
10286,REPLACE,nw2spit1_,4,****,4,****,****
10287,REPLACE,nw2spit2_,4,****,4,****,****
10288,REPLACE,nw2spit3_,4,****,4,****,****
10289,REPLACE,nw2stalls_,4,****,4,****,****
10290,REPLACE,nw2stool1_,4,****,4,****,****
10291,REPLACE,nw2stool2_,4,****,4,****,****
10292,REPLACE,nw2stool3_,4,****,4,****,****
10293,REPLACE,nw2stool4_,4,****,4,****,****
10294,REPLACE,nw2stool5_,4,****,4,****,****
10295,REPLACE,nw2stool6_,4,****,4,****,****
10296,REPLACE,nw2stove1_,4,****,4,****,****
10297,REPLACE,nw2stove2_,4,****,4,****,****
10298,REPLACE,nw2stove3_,4,****,4,****,****
10299,REPLACE,nw2sundial_,4,****,4,****,****
10300,REPLACE,nw2table1_,4,****,4,****,****
10301,REPLACE,nw2table10_,4,****,4,****,****
10302,REPLACE,nw2table12_,4,****,4,****,****
10303,REPLACE,nw2table13_,4,****,4,****,****
10304,REPLACE,nw2table14_,4,****,4,****,****
10305,REPLACE,nw2table15_,4,****,4,****,****
10306,REPLACE,nw2table16_,4,****,4,****,****
10307,REPLACE,nw2table17_,4,****,4,****,****
10308,REPLACE,nw2table18_,4,****,4,****,****
10309,REPLACE,nw2table19_,4,****,4,****,****
10310,REPLACE,nw2table2_,4,****,4,****,****
10311,REPLACE,nw2table3_,4,****,4,****,****
10312,REPLACE,nw2table4_,4,****,4,****,****
10313,REPLACE,nw2table5_,4,****,4,****,****
10314,REPLACE,nw2table7_,4,****,4,****,****
10315,REPLACE,nw2table8_,4,****,4,****,****
10316,REPLACE,nw2table9_,4,****,4,****,****
10317,REPLACE,nw2tackle1_,4,****,4,****,****
10318,REPLACE,nw2tackle2_,4,****,4,****,****
10319,REPLACE,nw2tap1_,4,****,4,****,****
10320,REPLACE,nw2tap2_,4,****,4,****,****
10321,REPLACE,nw2tap3_,4,****,4,****,****
10322,REPLACE,nw2tap4_,4,****,4,****,****
10323,REPLACE,nw2tap5_,4,****,4,****,****
10324,REPLACE,nw2tap6_,4,****,4,****,****
10325,REPLACE,nw2tapsc_,4,****,4,****,****
10326,REPLACE,nw2tapsc2_,4,****,4,****,****
10327,REPLACE,nw2thaysign_,4,****,4,****,****
10328,REPLACE,nw2thaytap_,4,****,4,****,****
10329,REPLACE,nw2theatrp0_,4,****,4,****,****
10330,REPLACE,nw2theatrp1_,4,****,4,****,****
10331,REPLACE,nw2theatrp2_,4,****,4,****,****
10332,REPLACE,nw2theatrp3_,4,****,4,****,****
10333,REPLACE,nw2theatrp4_,4,****,4,****,****
10334,REPLACE,nw2theatrp5_,4,****,4,****,****
10335,REPLACE,nw2theatrp6_,4,****,4,****,****
10336,REPLACE,nw2theatrp7_,4,****,4,****,****
10337,REPLACE,nw2throne_,4,****,4,****,****
10338,REPLACE,nw2throne1_,4,****,4,****,****
10339,REPLACE,nw2throne2_,4,****,4,****,****
10340,REPLACE,nw2totem1_,4,****,4,****,****
10341,REPLACE,nw2totem2_,4,****,4,****,****
10342,REPLACE,nw2tree1_,4,****,4,****,****
10343,REPLACE,nw2tree2_,4,****,4,****,****
10344,REPLACE,nw2tree3_,4,****,4,****,****
10345,REPLACE,nw2tree4_,4,****,4,****,****
10346,REPLACE,nw2tree5_,4,****,4,****,****
10347,REPLACE,nw2tree6_,4,****,4,****,****
10348,REPLACE,nw2treefal1_,4,****,4,****,****
10349,REPLACE,nw2treefal2_,4,****,4,****,****
10350,REPLACE,nw2treefal3_,4,****,4,****,****
10351,REPLACE,nw2treest_,4,****,4,****,****
10352,REPLACE,nw2treesw1_,4,****,4,****,****
10353,REPLACE,nw2trough1_,4,****,4,****,****
10354,REPLACE,nw2trough2_,4,****,4,****,****
10355,REPLACE,nw2tstump1_,4,****,4,****,****
10356,REPLACE,nw2tstump2_,4,****,4,****,****
10357,REPLACE,nw2tstump3_,4,****,4,****,****
10358,REPLACE,nw2tstump4_,4,****,4,****,****
10359,REPLACE,nw2twigs1_,4,****,4,****,****
10360,REPLACE,nw2twigs2_,4,****,4,****,****
10361,REPLACE,nw2tyr_,4,****,4,****,****
10362,REPLACE,nw2tyrsign_,4,****,4,****,****
10363,REPLACE,nw2vase1_,4,****,4,****,****
10364,REPLACE,nw2vase2_,4,****,4,****,****
10365,REPLACE,nw2vase3_,4,****,4,****,****
10366,REPLACE,nw2vase4_,4,****,4,****,****
10367,REPLACE,nw2wbarrel1_,4,****,4,****,****
10368,REPLACE,nw2wbarrel2_,4,****,4,****,****
10369,REPLACE,nw2wbench1_,4,****,4,****,****
10370,REPLACE,nw2wbench2_,4,****,4,****,****
10371,REPLACE,nw2wbench3_,4,****,4,****,****
10372,REPLACE,nw2wbench4_,4,****,4,****,****
10373,REPLACE,nw2wbench5_,4,****,4,****,****
10374,REPLACE,nw2wbench6_,4,****,4,****,****
10375,REPLACE,nw2wbench7_,4,****,4,****,****
10376,REPLACE,nw2wdpile1_,4,****,4,****,****
10377,REPLACE,nw2wdpile2_,4,****,4,****,****
10378,REPLACE,nw2wdpile3_,4,****,4,****,****
10379,REPLACE,nw2well1_,4,****,4,****,****
10380,REPLACE,nw2well2_,4,****,4,****,****
10381,REPLACE,nw2well3_,4,****,4,****,****
10382,REPLACE,nw2well4_,4,****,4,****,****
10383,REPLACE,nw2well5_,4,****,4,****,****
10384,REPLACE,nw2well6_,4,****,4,****,****
10385,REPLACE,nw2well7_,4,****,4,****,****
10386,REPLACE,nw2wvane1_,4,****,4,****,****
10387,REPLACE,nw2wvane2_,4,****,4,****,****
10388,REPLACE,dlp_crate_,4,****,4,****,****
10389,REPLACE,dlp_grate01_,4,****,4,****,****
10390,REPLACE,dlp_grate02_,4,****,4,****,****
10391,REPLACE,dlp_pipe01_,4,****,4,****,****
10392,REPLACE,dlp_pipe10_,4,****,4,****,****
10393,REPLACE,dlp_rubb04_,4,****,4,****,****
10394,REPLACE,dlp_vault01_,4,****,4,****,****
10395,REPLACE,dlp_webl01_,4,****,4,****,****
10396,REPLACE,leucrotta_,4,****,4,****,****
10397,REPLACE,l_cent_,4,****,4,****,****
10398,REPLACE,plc_hdbear_,4,****,4,****,****
10399,REPLACE,plc_hddboar_,4,****,4,****,****
10400,REPLACE,plc_hddeer_,4,****,4,****,****
10401,REPLACE,plc_hdwolf_,4,****,4,****,****
10402,REPLACE,plc_min_1_,4,****,4,****,****
10403,REPLACE,plc_min_2_,4,****,4,****,****
10404,REPLACE,plc_min_3_,4,****,4,****,****
10405,REPLACE,plc_min_4_,4,****,4,****,****
10406,REPLACE,plc_min_5_,4,****,4,****,****
10407,REPLACE,plc_min_6_,4,****,4,****,****
10408,REPLACE,plc_min_7_,4,****,4,****,****
10409,REPLACE,ccc_otrn15a_,4,****,1,****,****
10410,REPLACE,ccc_otrn15b_,4,****,1,****,****
10411,REPLACE,p_cabbg1_ad,4,****,1,****,****
10412,REPLACE,p_churn_ad,4,****,1,****,****
10413,REPLACE,forrestal_,4,****,10,****,****
10414,REPLACE,cart_old_,4,****,4,****,****
10415,REPLACE,cart_nice_,4,****,4,****,****
10416,REPLACE,cart_tink_,4,****,4,****,****
10417,REPLACE,cart_watr_,4,****,4,****,****
10418,REPLACE,plc_prstal1_,4,****,3,****,****
10419,REPLACE,plc_prstal2_,4,****,3,****,****
10420,REPLACE,plc_prsin1a_,4,****,3,****,****
10421,REPLACE,plc_prsin1b_,4,****,3,****,****
10422,REPLACE,plc_prsin2_,4,****,3,****,****
10423,REPLACE,plc_prsin3_,4,****,3,****,****
10424,REPLACE,drgfly_b_,4,25,****,0,****
10425,REPLACE,drgfly_r_,4,25,****,0,****
10426,REPLACE,hbottle_,4,****,1,****,****
10427,REPLACE,drageye_,4,10,****,0,****
10428,REPLACE,statuecobra_,4,****,****,0,****
10429,REPLACE,BloodEl_,4,16,****,0,****
10430,REPLACE,ad_hwfont01_,4,****,****,****,****
10431,REPLACE,ad_hwfont02_,4,****,****,****,****
10432,REPLACE,ad_hwfont03_,4,****,****,****,****
10433,REPLACE,ad_hwfont04_,4,****,****,****,****
10434,REPLACE,ad_hwfont05_,4,****,****,****,****
10435,REPLACE,ad_hwfont06_,4,****,****,****,****
10436,REPLACE,top_bear_,4,52,****,****,****
10437,REPLACE,top_boar_,4,52,****,****,****
10438,REPLACE,top_deer_,4,52,****,****,****
10439,REPLACE,top_hors_,4,52,****,****,****
10440,REPLACE,top_lion_,4,52,****,****,****
10441,REPLACE,top_tric_,4,52,****,****,****
10442,REPLACE,top_wolf_,4,52,****,****,****
10443,REPLACE,top_womn_,4,52,****,****,****
10444,REPLACE,z217_skull_,4,****,0,****,****
10445,REPLACE,z217_skullp_,4,****,0,****,****
10446,REPLACE,z217_skulp2_,4,****,0,****,****
10447,REPLACE,z217_skulp3_,4,****,0,****,****
10448,REPLACE,z217_bones_,4,****,0,****,****
10449,REPLACE,z217_bones2_,4,****,0,****,****
10450,REPLACE,z217_bones3_,4,****,0,****,****
10451,REPLACE,tchest_,4,****,1,****,****
10452,REPLACE,plc_byhut,4,****,1,****,****
10453,REPLACE,adccc_mkstff,4,****,1,****,****
10454,REPLACE,unicorn_,4,19,****,0,****
10455,REPLACE,unicorn3_,4,19,****,0,****
10456,REPLACE,pegasus_,4,19,****,0,****
10457,REPLACE,phod_kali_,1,20,****,1,****
10458,REPLACE,phod_kalist_,1,10,****,0,****
10459,REPLACE,phod_fenris_,4,19,****,0,****
10460,REPLACE,****,4,****,****,****,CEP_RESERVED
10461,REPLACE,****,4,****,****,****,CEP_RESERVED
10462,REPLACE,****,4,****,****,****,CEP_RESERVED
10463,REPLACE,****,4,****,****,****,CEP_RESERVED
10464,REPLACE,****,4,****,****,****,CEP_RESERVED
10465,REPLACE,****,4,****,****,****,CEP_RESERVED
10466,REPLACE,****,4,****,****,****,CEP_RESERVED
10467,REPLACE,****,4,****,****,****,CEP_RESERVED
10468,REPLACE,****,4,****,****,****,CEP_RESERVED
10469,REPLACE,****,4,****,****,****,CEP_RESERVED
10470,REPLACE,****,4,****,****,****,CEP_RESERVED
10471,REPLACE,****,4,****,****,****,CEP_RESERVED
10472,REPLACE,****,4,****,****,****,CEP_RESERVED
10473,REPLACE,****,4,****,****,****,CEP_RESERVED
10474,REPLACE,****,4,****,****,****,CEP_RESERVED
10475,REPLACE,****,4,****,****,****,CEP_RESERVED
10476,REPLACE,****,4,****,****,****,CEP_RESERVED
10477,REPLACE,****,4,****,****,****,CEP_RESERVED
10478,REPLACE,****,4,****,****,****,CEP_RESERVED
10479,REPLACE,****,4,****,****,****,CEP_RESERVED
10480,REPLACE,****,4,****,****,****,CEP_RESERVED
10481,REPLACE,****,4,****,****,****,CEP_RESERVED
10482,REPLACE,****,4,****,****,****,CEP_RESERVED
10483,REPLACE,****,4,****,****,****,CEP_RESERVED
10484,REPLACE,****,4,****,****,****,CEP_RESERVED
10485,REPLACE,****,4,****,****,****,CEP_RESERVED
10486,REPLACE,****,4,****,****,****,CEP_RESERVED
10487,REPLACE,****,4,****,****,****,CEP_RESERVED
10488,REPLACE,****,4,****,****,****,CEP_RESERVED
10489,REPLACE,****,4,****,****,****,CEP_RESERVED
10490,REPLACE,****,4,****,****,****,CEP_RESERVED
10491,REPLACE,****,4,****,****,****,CEP_RESERVED
10492,REPLACE,****,4,****,****,****,CEP_RESERVED
10493,REPLACE,****,4,****,****,****,CEP_RESERVED
10494,REPLACE,****,4,****,****,****,CEP_RESERVED
10495,REPLACE,****,4,****,****,****,CEP_RESERVED
10496,REPLACE,****,4,****,****,****,CEP_RESERVED
10497,REPLACE,****,4,****,****,****,CEP_RESERVED
10498,REPLACE,****,4,****,****,****,CEP_RESERVED
10499,REPLACE,****,4,****,****,****,CEP_RESERVED
10500,REPLACE,****,4,****,****,****,CEP_RESERVED
10501,REPLACE,****,4,****,****,****,CEP_RESERVED
10502,REPLACE,****,4,****,****,****,CEP_RESERVED
10503,REPLACE,****,4,****,****,****,CEP_RESERVED
10504,REPLACE,****,4,****,****,****,CEP_RESERVED
10505,REPLACE,****,4,****,****,****,CEP_RESERVED
10506,REPLACE,****,4,****,****,****,CEP_RESERVED
10507,REPLACE,****,4,****,****,****,CEP_RESERVED
10508,REPLACE,****,4,****,****,****,CEP_RESERVED
10509,REPLACE,****,4,****,****,****,CEP_RESERVED
10510,REPLACE,****,4,****,****,****,CEP_RESERVED
10511,REPLACE,****,4,****,****,****,CEP_RESERVED
10512,REPLACE,****,4,****,****,****,CEP_RESERVED
10513,REPLACE,****,4,****,****,****,CEP_RESERVED
10514,REPLACE,****,4,****,****,****,CEP_RESERVED
10515,REPLACE,****,4,****,****,****,CEP_RESERVED
10516,REPLACE,****,4,****,****,****,CEP_RESERVED
10517,REPLACE,****,4,****,****,****,CEP_RESERVED
10518,REPLACE,****,4,****,****,****,CEP_RESERVED
10519,REPLACE,****,4,****,****,****,CEP_RESERVED
10520,REPLACE,****,4,****,****,****,CEP_RESERVED
10521,REPLACE,****,4,****,****,****,CEP_RESERVED
10522,REPLACE,****,4,****,****,****,CEP_RESERVED
10523,REPLACE,****,4,****,****,****,CEP_RESERVED
10524,REPLACE,****,4,****,****,****,CEP_RESERVED
10525,REPLACE,****,4,****,****,****,CEP_RESERVED
10526,REPLACE,****,4,****,****,****,CEP_RESERVED
10527,REPLACE,****,4,****,****,****,CEP_RESERVED
10528,REPLACE,****,4,****,****,****,CEP_RESERVED
10529,REPLACE,****,4,****,****,****,CEP_RESERVED
10530,REPLACE,****,4,****,****,****,CEP_RESERVED
10531,REPLACE,****,4,****,****,****,CEP_RESERVED
10532,REPLACE,****,4,****,****,****,CEP_RESERVED
10533,REPLACE,****,4,****,****,****,CEP_RESERVED
10534,REPLACE,****,4,****,****,****,CEP_RESERVED
10535,REPLACE,****,4,****,****,****,CEP_RESERVED
10536,REPLACE,****,4,****,****,****,CEP_RESERVED
10537,REPLACE,****,4,****,****,****,CEP_RESERVED
10538,REPLACE,****,4,****,****,****,CEP_RESERVED
10539,REPLACE,****,4,****,****,****,CEP_RESERVED
10540,REPLACE,****,4,****,****,****,CEP_RESERVED
10541,REPLACE,****,4,****,****,****,CEP_RESERVED
10542,REPLACE,****,4,****,****,****,CEP_RESERVED
10543,REPLACE,****,4,****,****,****,CEP_RESERVED
10544,REPLACE,****,4,****,****,****,CEP_RESERVED
10545,REPLACE,****,4,****,****,****,CEP_RESERVED
10546,REPLACE,****,4,****,****,****,CEP_RESERVED
10547,REPLACE,****,4,****,****,****,CEP_RESERVED
10548,REPLACE,****,4,****,****,****,CEP_RESERVED
10549,REPLACE,****,4,****,****,****,CEP_RESERVED
10550,REPLACE,****,4,****,****,****,CEP_RESERVED
10551,REPLACE,****,4,****,****,****,CEP_RESERVED
10552,REPLACE,****,4,****,****,****,CEP_RESERVED
10553,REPLACE,****,4,****,****,****,CEP_RESERVED
10554,REPLACE,****,4,****,****,****,CEP_RESERVED
10555,REPLACE,****,4,****,****,****,CEP_RESERVED
10556,REPLACE,****,4,****,****,****,CEP_RESERVED
10557,REPLACE,****,4,****,****,****,CEP_RESERVED
10558,REPLACE,****,4,****,****,****,CEP_RESERVED
10559,REPLACE,****,4,****,****,****,CEP_RESERVED
10560,REPLACE,****,4,****,****,****,CEP_RESERVED
10561,REPLACE,****,4,****,****,****,CEP_RESERVED
10562,REPLACE,****,4,****,****,****,CEP_RESERVED
10563,REPLACE,****,4,****,****,****,CEP_RESERVED
10564,REPLACE,****,4,****,****,****,CEP_RESERVED
10565,REPLACE,****,4,****,****,****,CEP_RESERVED
10566,REPLACE,****,4,****,****,****,CEP_RESERVED
10567,REPLACE,****,4,****,****,****,CEP_RESERVED
10568,REPLACE,****,4,****,****,****,CEP_RESERVED
10569,REPLACE,****,4,****,****,****,CEP_RESERVED
10570,REPLACE,****,4,****,****,****,CEP_RESERVED
10571,REPLACE,****,4,****,****,****,CEP_RESERVED
10572,REPLACE,****,4,****,****,****,CEP_RESERVED
10573,REPLACE,****,4,****,****,****,CEP_RESERVED
10574,REPLACE,****,4,****,****,****,CEP_RESERVED
10575,REPLACE,****,4,****,****,****,CEP_RESERVED
10576,REPLACE,****,4,****,****,****,CEP_RESERVED
10577,REPLACE,****,4,****,****,****,CEP_RESERVED
10578,REPLACE,****,4,****,****,****,CEP_RESERVED
10579,REPLACE,****,4,****,****,****,CEP_RESERVED
10580,REPLACE,****,4,****,****,****,CEP_RESERVED
10581,REPLACE,****,4,****,****,****,CEP_RESERVED
10582,REPLACE,****,4,****,****,****,CEP_RESERVED
10583,REPLACE,****,4,****,****,****,CEP_RESERVED
10584,REPLACE,****,4,****,****,****,CEP_RESERVED
10585,REPLACE,****,4,****,****,****,CEP_RESERVED
10586,REPLACE,****,4,****,****,****,CEP_RESERVED
10587,REPLACE,****,4,****,****,****,CEP_RESERVED
10588,REPLACE,****,4,****,****,****,CEP_RESERVED
10589,REPLACE,****,4,****,****,****,CEP_RESERVED
10590,REPLACE,****,4,****,****,****,CEP_RESERVED
10591,REPLACE,****,4,****,****,****,CEP_RESERVED
10592,REPLACE,****,4,****,****,****,CEP_RESERVED
10593,REPLACE,****,4,****,****,****,CEP_RESERVED
10594,REPLACE,****,4,****,****,****,CEP_RESERVED
10595,REPLACE,****,4,****,****,****,CEP_RESERVED
10596,REPLACE,****,4,****,****,****,CEP_RESERVED
10597,REPLACE,****,4,****,****,****,CEP_RESERVED
10598,REPLACE,****,4,****,****,****,CEP_RESERVED
10599,REPLACE,****,4,****,****,****,CEP_RESERVED
10600,REPLACE,****,4,****,****,****,CEP_RESERVED
10601,REPLACE,****,4,****,****,****,CEP_RESERVED
10602,REPLACE,****,4,****,****,****,CEP_RESERVED
10603,REPLACE,****,4,****,****,****,CEP_RESERVED
10604,REPLACE,****,4,****,****,****,CEP_RESERVED
10605,REPLACE,****,4,****,****,****,CEP_RESERVED
10606,REPLACE,****,4,****,****,****,CEP_RESERVED
10607,REPLACE,****,4,****,****,****,CEP_RESERVED
10608,REPLACE,****,4,****,****,****,CEP_RESERVED
10609,REPLACE,****,4,****,****,****,CEP_RESERVED
10610,REPLACE,****,4,****,****,****,CEP_RESERVED
10611,REPLACE,****,4,****,****,****,CEP_RESERVED
10612,REPLACE,****,4,****,****,****,CEP_RESERVED
10613,REPLACE,****,4,****,****,****,CEP_RESERVED
10614,REPLACE,****,4,****,****,****,CEP_RESERVED
10615,REPLACE,****,4,****,****,****,CEP_RESERVED
10616,REPLACE,****,4,****,****,****,CEP_RESERVED
10617,REPLACE,****,4,****,****,****,CEP_RESERVED
10618,REPLACE,****,4,****,****,****,CEP_RESERVED
10619,REPLACE,****,4,****,****,****,CEP_RESERVED
10620,REPLACE,****,4,****,****,****,CEP_RESERVED
10621,REPLACE,****,4,****,****,****,CEP_RESERVED
10622,REPLACE,****,4,****,****,****,CEP_RESERVED
10623,REPLACE,****,4,****,****,****,CEP_RESERVED
10624,REPLACE,****,4,****,****,****,CEP_RESERVED
10625,REPLACE,****,4,****,****,****,CEP_RESERVED
10626,REPLACE,****,4,****,****,****,CEP_RESERVED
10627,REPLACE,****,4,****,****,****,CEP_RESERVED
10628,REPLACE,****,4,****,****,****,CEP_RESERVED
10629,REPLACE,****,4,****,****,****,CEP_RESERVED
10630,REPLACE,****,4,****,****,****,CEP_RESERVED
10631,REPLACE,****,4,****,****,****,CEP_RESERVED
10632,REPLACE,****,4,****,****,****,CEP_RESERVED
10633,REPLACE,****,4,****,****,****,CEP_RESERVED
10634,REPLACE,****,4,****,****,****,CEP_RESERVED
10635,REPLACE,****,4,****,****,****,CEP_RESERVED
10636,REPLACE,****,4,****,****,****,CEP_RESERVED
10637,REPLACE,****,4,****,****,****,CEP_RESERVED
10638,REPLACE,****,4,****,****,****,CEP_RESERVED
10639,REPLACE,****,4,****,****,****,CEP_RESERVED
10640,REPLACE,****,4,****,****,****,CEP_RESERVED
10641,REPLACE,****,4,****,****,****,CEP_RESERVED
10642,REPLACE,****,4,****,****,****,CEP_RESERVED
10643,REPLACE,****,4,****,****,****,CEP_RESERVED
10644,REPLACE,****,4,****,****,****,CEP_RESERVED
10645,REPLACE,****,4,****,****,****,CEP_RESERVED
10646,REPLACE,****,4,****,****,****,CEP_RESERVED
10647,REPLACE,****,4,****,****,****,CEP_RESERVED
10648,REPLACE,****,4,****,****,****,CEP_RESERVED
10649,REPLACE,****,4,****,****,****,CEP_RESERVED
10650,REPLACE,****,4,****,****,****,CEP_RESERVED
10651,REPLACE,****,4,****,****,****,CEP_RESERVED
10652,REPLACE,****,4,****,****,****,CEP_RESERVED
10653,REPLACE,****,4,****,****,****,CEP_RESERVED
10654,REPLACE,****,4,****,****,****,CEP_RESERVED
10655,REPLACE,****,4,****,****,****,CEP_RESERVED
10656,REPLACE,****,4,****,****,****,CEP_RESERVED
10657,REPLACE,****,4,****,****,****,CEP_RESERVED
10658,REPLACE,****,4,****,****,****,CEP_RESERVED
10659,REPLACE,****,4,****,****,****,CEP_RESERVED
10660,REPLACE,****,4,****,****,****,CEP_RESERVED
10661,REPLACE,****,4,****,****,****,CEP_RESERVED
10662,REPLACE,****,4,****,****,****,CEP_RESERVED
10663,REPLACE,****,4,****,****,****,CEP_RESERVED
10664,REPLACE,****,4,****,****,****,CEP_RESERVED
10665,REPLACE,****,4,****,****,****,CEP_RESERVED
10666,REPLACE,****,4,****,****,****,CEP_RESERVED
10667,REPLACE,****,4,****,****,****,CEP_RESERVED
10668,REPLACE,****,4,****,****,****,CEP_RESERVED
10669,REPLACE,****,4,****,****,****,CEP_RESERVED
10670,REPLACE,****,4,****,****,****,CEP_RESERVED
10671,REPLACE,****,4,****,****,****,CEP_RESERVED
10672,REPLACE,****,4,****,****,****,CEP_RESERVED
10673,REPLACE,****,4,****,****,****,CEP_RESERVED
10674,REPLACE,****,4,****,****,****,CEP_RESERVED
10675,REPLACE,****,4,****,****,****,CEP_RESERVED
10676,REPLACE,****,4,****,****,****,CEP_RESERVED
10677,REPLACE,****,4,****,****,****,CEP_RESERVED
10678,REPLACE,****,4,****,****,****,CEP_RESERVED
10679,REPLACE,****,4,****,****,****,CEP_RESERVED
10680,REPLACE,****,4,****,****,****,CEP_RESERVED
10681,REPLACE,****,4,****,****,****,CEP_RESERVED
10682,REPLACE,****,4,****,****,****,CEP_RESERVED
10683,REPLACE,****,4,****,****,****,CEP_RESERVED
10684,REPLACE,****,4,****,****,****,CEP_RESERVED
10685,REPLACE,****,4,****,****,****,CEP_RESERVED
10686,REPLACE,****,4,****,****,****,CEP_RESERVED
10687,REPLACE,****,4,****,****,****,CEP_RESERVED
10688,REPLACE,****,4,****,****,****,CEP_RESERVED
10689,REPLACE,****,4,****,****,****,CEP_RESERVED
10690,REPLACE,****,4,****,****,****,CEP_RESERVED
10691,REPLACE,****,4,****,****,****,CEP_RESERVED
10692,REPLACE,****,4,****,****,****,CEP_RESERVED
10693,REPLACE,****,4,****,****,****,CEP_RESERVED
10694,REPLACE,****,4,****,****,****,CEP_RESERVED
10695,REPLACE,****,4,****,****,****,CEP_RESERVED
10696,REPLACE,****,4,****,****,****,CEP_RESERVED
10697,REPLACE,****,4,****,****,****,CEP_RESERVED
10698,REPLACE,****,4,****,****,****,CEP_RESERVED
10699,REPLACE,****,4,****,****,****,CEP_RESERVED
10700,REPLACE,****,4,****,****,****,CEP_RESERVED
10701,REPLACE,****,4,****,****,****,CEP_RESERVED
10702,REPLACE,****,4,****,****,****,CEP_RESERVED
10703,REPLACE,****,4,****,****,****,CEP_RESERVED
10704,REPLACE,****,4,****,****,****,CEP_RESERVED
10705,REPLACE,****,4,****,****,****,CEP_RESERVED
10706,REPLACE,****,4,****,****,****,CEP_RESERVED
10707,REPLACE,****,4,****,****,****,CEP_RESERVED
10708,REPLACE,****,4,****,****,****,CEP_RESERVED
10709,REPLACE,****,4,****,****,****,CEP_RESERVED
10710,REPLACE,****,4,****,****,****,CEP_RESERVED
10711,REPLACE,****,4,****,****,****,CEP_RESERVED
10712,REPLACE,****,4,****,****,****,CEP_RESERVED
10713,REPLACE,****,4,****,****,****,CEP_RESERVED
10714,REPLACE,****,4,****,****,****,CEP_RESERVED
10715,REPLACE,****,4,****,****,****,CEP_RESERVED
10716,REPLACE,****,4,****,****,****,CEP_RESERVED
10717,REPLACE,****,4,****,****,****,CEP_RESERVED
10718,REPLACE,****,4,****,****,****,CEP_RESERVED
10719,REPLACE,****,4,****,****,****,CEP_RESERVED
10720,REPLACE,****,4,****,****,****,CEP_RESERVED
10721,REPLACE,****,4,****,****,****,CEP_RESERVED
10722,REPLACE,****,4,****,****,****,CEP_RESERVED
10723,REPLACE,****,4,****,****,****,CEP_RESERVED
10724,REPLACE,****,4,****,****,****,CEP_RESERVED
10725,REPLACE,****,4,****,****,****,CEP_RESERVED
10726,REPLACE,****,4,****,****,****,CEP_RESERVED
10727,REPLACE,****,4,****,****,****,CEP_RESERVED
10728,REPLACE,****,4,****,****,****,CEP_RESERVED
10729,REPLACE,****,4,****,****,****,CEP_RESERVED
10730,REPLACE,****,4,****,****,****,CEP_RESERVED
10731,REPLACE,****,4,****,****,****,CEP_RESERVED
10732,REPLACE,****,4,****,****,****,CEP_RESERVED
10733,REPLACE,****,4,****,****,****,CEP_RESERVED
10734,REPLACE,****,4,****,****,****,CEP_RESERVED
10735,REPLACE,****,4,****,****,****,CEP_RESERVED
10736,REPLACE,****,4,****,****,****,CEP_RESERVED
10737,REPLACE,****,4,****,****,****,CEP_RESERVED
10738,REPLACE,****,4,****,****,****,CEP_RESERVED
10739,REPLACE,****,4,****,****,****,CEP_RESERVED
10740,REPLACE,****,4,****,****,****,CEP_RESERVED
10741,REPLACE,****,4,****,****,****,CEP_RESERVED
10742,REPLACE,****,4,****,****,****,CEP_RESERVED
10743,REPLACE,****,4,****,****,****,CEP_RESERVED
10744,REPLACE,****,4,****,****,****,CEP_RESERVED
10745,REPLACE,****,4,****,****,****,CEP_RESERVED
10746,REPLACE,****,4,****,****,****,CEP_RESERVED
10747,REPLACE,****,4,****,****,****,CEP_RESERVED
10748,REPLACE,****,4,****,****,****,CEP_RESERVED
10749,REPLACE,****,4,****,****,****,CEP_RESERVED
10750,REPLACE,****,4,****,****,****,CEP_RESERVED
10751,REPLACE,****,4,****,****,****,CEP_RESERVED
10752,REPLACE,****,4,****,****,****,CEP_RESERVED
10753,REPLACE,****,4,****,****,****,CEP_RESERVED
10754,REPLACE,****,4,****,****,****,CEP_RESERVED
10755,REPLACE,****,4,****,****,****,CEP_RESERVED
10756,REPLACE,****,4,****,****,****,CEP_RESERVED
10757,REPLACE,****,4,****,****,****,CEP_RESERVED
10758,REPLACE,****,4,****,****,****,CEP_RESERVED
10759,REPLACE,****,4,****,****,****,CEP_RESERVED
