PATCH_IDX,PATCH_CMD,LABEL,MODEL,ENVMAP
493,REPLACE,"Horse: Unicorn, White saddle packs*",c_unicorn2b,default
494,REPLACE,"Horse: Unicorn, White leather barding*",c_unicorn2c1,default
495,REPLACE,"Horse: Unicorn, White scale barding*",c_unicorn2c2,default
496,REPLACE,"Horse: Unicorn, White chain barding*",c_unicorn2c3,default
497,REPLACE,"Horse: Unicorn, White purple barding*",c_unicorn2c4,default
498,REPLACE,"Horse: Unicorn, White red barding*",c_unicorn2c5,default
499,REPLACE,"Horse: Unicorn, White leather barding packs*",c_unicorn2d1,default
500,REPLACE,"Horse: Unicorn, White scale barding packs*",c_unicorn2d2,default
501,REPLACE,"Horse: Unicorn, White chain barding packs*",c_unicorn2d3,default
502,REPLACE,"Horse: Unicorn, White purple barding packs*",c_unicorn2d4,default
503,REPLACE,"Horse: Unicorn, White red barding packs*",c_unicorn2d5,default
504,REPLACE,"Horse: Unicorn, Black*",c_unicorn3,default
505,REPLACE,"Horse: Unicorn, Black saddle*",c_unicorn3a,default
506,REPLACE,"Horse: Unicorn, Black saddle packs*",c_unicorn3b,default
507,REPLACE,"Horse: Unicorn, Black leather barding*",c_unicorn3c1,default
508,REPLACE,"Horse: Unicorn, Black scale barding*",c_unicorn3c2,default
509,REPLACE,"Horse: Unicorn, Black chain barding*",c_unicorn3c3,default
510,REPLACE,"Horse: Unicorn, Black purple barding*",c_unicorn3c4,default
511,REPLACE,"Horse: Unicorn, Black red barding*",c_unicorn3c5,default
512,REPLACE,"Horse: Unicorn, Black leather barding packs*",c_unicorn3d1,default
513,REPLACE,"Horse: Unicorn, Black scale barding packs*",c_unicorn3d2,default
514,REPLACE,"Horse: Unicorn, Black chain barding packs*",c_unicorn3d3,default
515,REPLACE,"Horse: Unicorn, Black purple barding packs*",c_unicorn3d4,default
516,REPLACE,"Horse: Unicorn, Black red barding packs*",c_unicorn3d5,default
517,REPLACE,"Horse: Unicorn, White Mare*",c_unicorn2m,default
518,REPLACE,"Horse: Unicorn, White Mare saddle*",c_unicorn2am,default
519,REPLACE,"Horse: Unicorn, White Mare saddle packs*",c_unicorn2bm,default
520,REPLACE,"Horse: Unicorn, White Mare leather barding*",c_unicorn2c1m,default
521,REPLACE,"Horse: Unicorn, White Mare scale barding*",c_unicorn2c2m,default
522,REPLACE,"Horse: Unicorn, White Mare chain barding*",c_unicorn2c3m,default
523,REPLACE,"Horse: Unicorn, White Mare purple barding*",c_unicorn2c4m,default
524,REPLACE,"Horse: Unicorn, White Mare red barding*",c_unicorn2c5m,default
525,REPLACE,"Horse: Unicorn, White Mare leather barding packs*",c_unicorn2d1m,default
526,REPLACE,"Horse: Unicorn, White Mare scale barding packs*",c_unicorn2d2m,default
527,REPLACE,"Horse: Unicorn, White Mare chain barding packs*",c_unicorn2d3m,default
528,REPLACE,"Horse: Unicorn, White Mare purple barding packs*",c_unicorn2d4m,default
529,REPLACE,"Horse: Unicorn, White Mare red barding packs*",c_unicorn2d5m,default
530,REPLACE,"Horse: Unicorn, Black Mare*",c_unicorn3m,default
531,REPLACE,"Horse: Unicorn, Black Mare saddle*",c_unicorn3am,default
532,REPLACE,"Horse: Unicorn, Black Mare saddle packs*",c_unicorn3bm,default
533,REPLACE,"Horse: Unicorn, Black Mare leather barding*",c_unicorn3c1m,default
534,REPLACE,"Horse: Unicorn, Black Mare scale barding*",c_unicorn3c2m,default
535,REPLACE,"Horse: Unicorn, Black Mare chain barding*",c_unicorn3c3m,default
536,REPLACE,"Horse: Unicorn, Black Mare purple barding*",c_unicorn3c4m,default
537,REPLACE,"Horse: Unicorn, Black Mare red barding*",c_unicorn3c5m,default
538,REPLACE,"Horse: Unicorn, Black Mare leather barding packs*",c_unicorn3d1m,default
539,REPLACE,"Horse: Unicorn, Black Mare scale barding packs*",c_unicorn3d2m,default
540,REPLACE,"Horse: Unicorn, Black Mare chain barding packs*",c_unicorn3d3m,default
541,REPLACE,"Horse: Unicorn, Black Mare purple barding packs*",c_unicorn3d4m,default
542,REPLACE,"Horse: Unicorn, Black Mare red barding packs*",c_unicorn3d5m,default
560,REPLACE,"|Tail: Ice",c_tailice,****
561,REPLACE,"|Tail: Fire",c_tailfire,****
562,REPLACE,"|Tail: Black",c_tailblack,****
563,REPLACE,"|Tail: Red",c_tailred,****
564,REPLACE,"|Tail: Blue",c_tailblue,****
565,REPLACE,"|Tail: Green",c_tailgreen,****
566,REPLACE,****,CEP_RESERVED,****
567,REPLACE,"|Tail: Lizard, Mage2",c_tailomge,****
568,REPLACE,"|Tail: Lizard, War",c_tailowar,****
569,REPLACE,"|Tail: Lizard, Red",c_taillizr,****
570,REPLACE,"|Tail: Spike, Gray",c_tailspike,****
571,REPLACE,"|Tail: Spike, White",c_tailspike1,****
572,REPLACE,"|Tail: Spike, Black",c_tailspike2,****
573,REPLACE,"|Tail: Spike, Red",c_tailspike3,****
574,REPLACE,"|Tail: Spike, Blue",c_tailspike4,****
575,REPLACE,"|Tail: Spike, Green",c_tailspike5,****
576,REPLACE,"|Tail: Lizard, Black",c_taillizbk,****
577,REPLACE,"|Tail: Lizard, Blue",c_taillizbl,****
578,REPLACE,"|Tail: Lizard, White",c_taillizwh,****
579,REPLACE,"|Tail: Lizard, Prism",c_taillizprz,****
580,REPLACE,"|Tail: Lizard, Shadow",c_taillizsh,****
581,REPLACE,"|Tail: Lizard, Brass",c_taillizbs,default
582,REPLACE,"|Tail: Lizard, Bronze",c_taillizbz,default
583,REPLACE,"|Tail: Lizard, Copper",c_taillizcp,default
584,REPLACE,"|Tail: Lizard, Gold",c_taillizgd,default
585,REPLACE,"|Tail: Lizard, Silver",c_taillizsl,default
586,REPLACE,"|Tail: Cat",zep_tailcat,****
587,REPLACE,"|Tail: Gargoyle",c_tailgarg,****
588,REPLACE,"|Tail: Minotaur",c_tailmino,****
589,REPLACE,"|Tail: Whip",c_tailwhip,****
590,REPLACE,****,CEP_RESERVED,****
591,REPLACE,****,CEP_RESERVED,****
592,REPLACE,"|Tail: Bulette",c_tailbulette,****
593,REPLACE,"|Tail: Raven",c_tailraven,****
594,REPLACE,"|Tail: Falcon",c_tailfalcon,****
595,REPLACE,"|Tail: Manticore",c_tailmanticore,****
596,REPLACE,"|Tail: Scorpion",c_tailscorpion,****
597,REPLACE,"|Tail: Scorpion, Red",c_tailscorpionr,****
598,REPLACE,"|Tail: Scorpion, Green",c_tailscorpiong,****
599,REPLACE,"|Tail: Leopard",c_tailfeline_a,****
600,REPLACE,"|Tail: Leopard, Snow",c_tailfeline_b,****
601,REPLACE,"|Tail: Tiger",c_tailfeline_c,****
602,REPLACE,"|Tail: Tiger, White",c_tailfeline_d,****
603,REPLACE,"|Tail: Fox",c_tailfluffy_a,****
604,REPLACE,"|Tail: Wolf",c_tailfluffy_b,****
605,REPLACE,"|Tail: Wolf, Shaggy",c_tailfluffy_c,****
606,REPLACE,"|Tail: Half-Dragon, Gold",c_tailglddrg,****
607,REPLACE,"|Tail: Half-Dragon, Silver",c_tailslvhdrg,****
608,REPLACE,"|Tail: Lizard, SkinColors",c_t_liz_plt,****
609,REPLACE,"|Tail: Devil, SkinColors",c_t_devil_plt,****
610,REPLACE,"|Tail: Demon, Blue Translucent",c_demtailblu,****
611,REPLACE,"|Tail: Demon, Red Translucent",c_demtailred,****
612,REPLACE,"|Tail: Parrot, Gold",c_tailparrot1,****
613,REPLACE,"|Tail: Parrot, Blue",c_tailparrot2,****
614,REPLACE,"|Tail: Feathers",c_tailfeathers1,****
615,REPLACE,None,****,****
616,REPLACE,"@VFX: Dust",rockexpld,****
617,REPLACE,"@VFX: Smoke, Ghost",vdr_ghostsmoke,****
618,REPLACE,"Big Red Hand",vff_rayhand,****
619,REPLACE,"@VFX: Whipfire",wwhip_fxfire,****
620,REPLACE,"@VFX: LavaSpurt",fx_lavaspurt,****
621,REPLACE,"@VFX: Spark, Fire",fx_ref_fire,****
622,REPLACE,"@VFX: Ribbon",fx_ribbon,****
623,REPLACE,Backpack,plc_b09,****
624,REPLACE,"@VFX: Fire, Azer",vcm_hitfire,****
625,REPLACE,"@VFX: Trace 2, Acid",vco_mehanacid01,****
626,REPLACE,"@VFX: Trace 2, Cold",vco_mehancold01,****
627,REPLACE,"@VFX: Trace 2, Electric",vco_mehanelec01,****
628,REPLACE,"@VFX: Trace 2, Evil",vco_mehanevil01,****
629,REPLACE,"@VFX: Trace 2, Fire",vco_mehanfire01,****
630,REPLACE,"@VFX: Trace 2, Heal",vco_mehanheal01,****
631,REPLACE,"@VFX: Trace 2, Holy",vco_mehanholy01,****
632,REPLACE,"@VFX: Trace 2, Mind",vco_mehanmind01,****
633,REPLACE,"@VFX: Trace 2, Nature",vco_mehannatr01,****
634,REPLACE,"@VFX: Trace 2, Odd",vco_mehanodd01,****
635,REPLACE,"@VFX: Trace 2, Sonic",vco_mehansonc01,****
636,REPLACE,"@VFX: Death Shield",vim_protdeath,****
637,REPLACE,"@VFX: Explosion, Blood",vim_destruct,****
638,REPLACE,"@VFX: Flames, Blue",vdr_eleshield02,****
639,REPLACE,"@VFX: Rays, Destruction",vim_destruct_l,****
640,REPLACE,"@VFX: Rays, Holy",vim_bonholy,****
641,REPLACE,"@VFX: Glow, Green",vdr_bigby_int,****
642,REPLACE,"@VFX: Fog, Black",vps_tentacle,****
643,REPLACE,"@VFX: Rays, Negative (laggy)",vim_negabil,****
644,REPLACE,"@VFX: Cloud, Big",vff_summon1,****
645,REPLACE,"@VFX: Sparkles, Tracers",vff_summon2,****
646,REPLACE,"@VFX: Sparkles, Body Encasing",vff_summund,****
647,REPLACE,"@VFX: Rays, Weird",vim_pulsneg,****
648,REPLACE,"@VFX: Beam, Flame Lash",vim_lashfire,****
649,REPLACE,"@VFX: Stormcloud",vim_magdoom,****
650,REPLACE,"|Tail: Lizardfolk",c_tailliz2,default
651,REPLACE,"|Tail: Leopard, Snow",c_tailfeline_b,****
652,REPLACE,"|Tail: Cat",zep_tailcat,****
653,REPLACE,"Flag: Blue",vfx_flagblue,****
654,REPLACE,"Flag: Purple",vfx_flagpurp,****
655,REPLACE,"Flag: Red",vfx_flagred,****
656,REPLACE,"Flag: Yellow",vfx_flagyelo,****
657,REPLACE,"@VFX: Atom, Blue",vco_atomblue,****
658,REPLACE,"@VFX: Atom, Green",vco_atomgren,****
659,REPLACE,"@VFX: Atom, Purple",vco_atompurp,****
660,REPLACE,"@VFX: Atom, Red",vco_atomred,****
661,REPLACE,"@VFX: Atom, Yellow",vco_atomyelo,****
662,REPLACE,"@VFX: Aura, Black",vpm_circcont,****
663,REPLACE,"@VFX: Aura, Blue",vpm_circfrost,****
664,REPLACE,"@VFX: Aura, Blue/Green",vpm_circpois,****
665,REPLACE,"@VFX: Aura, Dragonfear",vpm_dragfear,****
666,REPLACE,"@VFX: Aura, Green",vpm_circfear,****
667,REPLACE,"@VFX: Aura, Green",vpm_circvisag,****
668,REPLACE,"@VFX: Aura, Orange",vpm_circfire,****
669,REPLACE,"@VFX: Aura, Purple",vpm_circradi,****
670,REPLACE,"@VFX: Aura, Red/White",vpm_circdrain,****
671,REPLACE,"@VFX: Aura, White",vpm_circsilc,****
672,REPLACE,"@VFX: Aura, Yellow",vpm_circprot,****
673,REPLACE,"@VFX: Chunks, Green",vwp_m_chunk_grn,****
674,REPLACE,"@VFX: Chunks, Red",vwp_m_chunk_red,****
675,REPLACE,"@VFX: Chunks, Yellow",vwp_m_chunk_yel,****
676,REPLACE,"@VFX: Combust (flames, laggy)",vim_ballfire,****
677,REPLACE,"@VFX: Cone, Butterflies (laggy)",var_conebfly,****
678,REPLACE,"@VFX: Cone, Gems (laggy)",var_conegems,****
679,REPLACE,"@VFX: Dust 1",rockexpld,****
680,REPLACE,"@VFX: Dust 2",rockexpld01,****
681,REPLACE,"@VFX: Ecto, Acid",vpr_ectoacid01,****
682,REPLACE,"@VFX: Ecto, Cold",vpr_ectocold01,****
683,REPLACE,"@VFX: Ecto, Electric",vpr_ectoelec01,****
684,REPLACE,"@VFX: Ecto, Evil",vpr_ectoevil01,****
685,REPLACE,"@VFX: Ecto, Fire",vpr_ectofire01,****
686,REPLACE,"@VFX: Ecto, Heal",vpr_ectoheal01,****
687,REPLACE,"@VFX: Ecto, Holy",vpr_ectoholy01,****
688,REPLACE,"@VFX: Ecto, Mind",vpr_ectomind01,****
689,REPLACE,"@VFX: Ecto, Nature",vpr_ectonatr01,****
690,REPLACE,"@VFX: Ecto, Odd",vpr_ectoodd01,****
691,REPLACE,"@VFX: Ecto, Sonic",vpr_ectosonc01,****
692,REPLACE,"@VFX: Fog, Acid",zep_vwt_fog_acid,****
693,REPLACE,"@VFX: Fog, Cold",vco_megrdcold01,****
694,REPLACE,"@VFX: Fog, Electric",vco_megrdelec01,****
695,REPLACE,"@VFX: Fog, Evil",vco_megrdevil01,****
696,REPLACE,"@VFX: Fog, Fire",vco_megrdfire01,****
697,REPLACE,"@VFX: Fog, Heal",zep_vwt_fog_heal,****
698,REPLACE,"@VFX: Fog, Holy",vco_megrdholy01,****
699,REPLACE,"@VFX: Fog, Mind",vco_megrdmind01,****
700,REPLACE,"@VFX: Fog, Nature",zep_vwt_fog_natr,****
701,REPLACE,"@VFX: Fog, Odd",vco_megrdodd01,****
702,REPLACE,"@VFX: Fog, Sonic",vco_megrdsonc01,****
703,REPLACE,"@VFX: Fountain, Acid",zep_vwt_fnt_acid,****
704,REPLACE,"@VFX: Fountain, Cold",vim_pulscold,****
705,REPLACE,"@VFX: Fountain, Electric",zep_vwt_fnt_elec,****
706,REPLACE,"@VFX: Fountain, Evil",zep_vwt_fnt_evil,****
707,REPLACE,"@VFX: Fountain, Fire",vim_pulsfire,****
708,REPLACE,"@VFX: Fountain, Heal",zep_vwt_fnt_heal,****
709,REPLACE,"@VFX: Fountain, Holy",vim_pulsholy,****
710,REPLACE,"@VFX: Fountain, Mind",zep_vwt_fnt_mind,****
711,REPLACE,"@VFX: Fountain, Nature",zep_vwt_fnt_natr,****
712,REPLACE,"@VFX: Fountain, Odd",zep_vwt_fnt_odd,****
713,REPLACE,"@VFX: Fountain, Sonic",zep_vwt_fnt_sonc,****
714,REPLACE,"@VFX: Gas Jet, Acid",vff_gasacid,****
715,REPLACE,"@VFX: Gas Jet, Evil",vff_gasevil,****
716,REPLACE,"@VFX: Gas Jet, Smoke",vff_gasfire,****
717,REPLACE,"@VFX: Gas Jet, Grease",vff_gasgrease,****
718,REPLACE,"@VFX: Gas Jet, Mind",vff_gasmind,****
719,REPLACE,"@VFX: Gas Jet, Nature",vff_gasnatr,****
720,REPLACE,"@VFX: Gas Jet, Steam",vff_gassmoke,****
721,REPLACE,"@VFX: Glow, Bright Blue",vim_magbreach,****
722,REPLACE,"@VFX: Lights, Acid",vco_mebalacid01,****
723,REPLACE,"@VFX: Lights, Cold",vco_mebalcold01,****
724,REPLACE,"@VFX: Lights, Electric",vco_mebalelec01,****
725,REPLACE,"@VFX: Lights, Evil",vco_mebalevil01,****
726,REPLACE,"@VFX: Lights, Fire",vco_mebalfire01,****
727,REPLACE,"@VFX: Lights, Heal",vco_mebalheal01,****
728,REPLACE,"@VFX: Lights, Holy",vco_mebalholy01,****
729,REPLACE,"@VFX: Lights, Mind",vco_mebalmind01,****
730,REPLACE,"@VFX: Lights, Nature",vco_mebalnatr01,****
731,REPLACE,"@VFX: Lights, Odd",vco_mebalodd01,****
732,REPLACE,"@VFX: Lights, Sonic",vco_mebalsonc01,****
733,REPLACE,"@VFX: Lightshaft, Blue",plc_v02,****
734,REPLACE,"@VFX: Lightshaft, Cyan",plc_v03,****
735,REPLACE,"@VFX: Lightshaft, Green",plc_v04,****
736,REPLACE,"@VFX: Lightshaft, Orange",plc_v06,****
737,REPLACE,"@VFX: Lightshaft, Purple",plc_v08,****
738,REPLACE,"@VFX: Lightshaft, Red",plc_v07,****
739,REPLACE,"@VFX: Lightshaft, White",plc_v01,****
740,REPLACE,"@VFX: Lightshaft, Yellow",plc_v05,****
741,REPLACE,"@VFX: Rays, Blue",vim_magknock,****
742,REPLACE,"@VFX: RisLight, Acid",vco_lgupacid01,****
743,REPLACE,"@VFX: RisLight, Cold",vco_lgupcold01,****
744,REPLACE,"@VFX: RisLight, Electric",vco_lgupelec01,****
745,REPLACE,"@VFX: RisLight, Evil",vco_lgupevil01,****
746,REPLACE,"@VFX: RisLight, Fire",vco_lgupfire01,****
747,REPLACE,"@VFX: RisLight, Heal",vco_lgupheal01,****
748,REPLACE,"@VFX: RisLight, Holy",vco_lgupholy01,****
749,REPLACE,"@VFX: RisLight, Mind",vco_lgupmind01,****
750,REPLACE,"@VFX: RisLight, Nature",vco_lgupnatr01,****
751,REPLACE,"@VFX: RisLight, Odd",vco_lgupodd01,****
752,REPLACE,"@VFX: RisLight, Sonic",vco_lgupsonc01,****
753,REPLACE,"@VFX: Smoke",vdr_smoke,****
754,REPLACE,"@VFX: Smoke, Ghost 2",vdr_ghostsmoke2,****
755,REPLACE,"@VFX: Smoke, Ghost",vdr_ghostsmoke,****
756,REPLACE,"@VFX: Smoke, Overhead (laggy)",vim_mentcloud,****
757,REPLACE,"@VFX: Sparkles, Deck",vff_deck,****
758,REPLACE,"@VFX: Sparkles, Mage",vdr_magearmor,****
759,REPLACE,"@VFX: Sparks, Acid",vim_shwngacid01,****
760,REPLACE,"@VFX: Sparks, Cold",vim_shwngcold01,****
761,REPLACE,"@VFX: Sparks, Electric",vim_shwngelec01,****
762,REPLACE,"@VFX: Sparks, Evil",vim_shwngevil01,****
763,REPLACE,"@VFX: Sparks, Fire",vim_shwngfire01,****
764,REPLACE,"@VFX: Sparks, Heal",vim_shwngheal01,****
765,REPLACE,"@VFX: Sparks, Holy",vim_shwngholy01,****
766,REPLACE,"@VFX: Sparks, Mind",vim_shwngmind01,****
767,REPLACE,"@VFX: Sparks, Nature",vim_shwngnatr01,****
768,REPLACE,"@VFX: Sparks, Odd",vim_shwngodd01,****
769,REPLACE,"@VFX: Sparks, Sonic",vim_shwngsonc01,****
770,REPLACE,"@VFX: Trace 1, Acid",vco_lgspracid01,****
771,REPLACE,"@VFX: Trace 1, Cold",vco_lgsprcold01,****
772,REPLACE,"@VFX: Trace 1, Electric",vco_lgsprelec01,****
773,REPLACE,"@VFX: Trace 1, Evil",vco_lgsprevil01,****
774,REPLACE,"@VFX: Trace 1, Fire",vco_lgsprfire01,****
775,REPLACE,"@VFX: Trace 1, Heal",vco_lgsprheal01,****
776,REPLACE,"@VFX: Trace 1, Holy",vco_lgsprholy01,****
777,REPLACE,"@VFX: Trace 1, Mind",vco_lgsprmind01,****
778,REPLACE,"@VFX: Trace 1, Nature",vco_lgsprnatr01,****
779,REPLACE,"@VFX: Trace 1, Odd",vco_lgsprodd01,****
780,REPLACE,"@VFX: Trace 1, Sonic",vco_lgsprsonc01,****
781,REPLACE,"@VFX: Trace 3, Acid",vco_mehedacid01,****
782,REPLACE,"@VFX: Trace 3, Cold",vco_mehedcold01,****
783,REPLACE,"@VFX: Trace 3, Electric",vco_mehedelec01,****
784,REPLACE,"@VFX: Trace 3, Evil",vco_mehedevil01,****
785,REPLACE,"@VFX: Trace 3, Fire",vco_mehedfire01,****
786,REPLACE,"@VFX: Trace 3, Heal",vco_mehedheal01,****
787,REPLACE,"@VFX: Trace 3, Holy",vco_mehedholy01,****
788,REPLACE,"@VFX: Trace 3, Mind",vco_mehedmind01,****
789,REPLACE,"@VFX: Trace 3, Nature",vco_mehednatr01,****
790,REPLACE,"@VFX: Trace 3, Odd",vco_mehedodd01,****
791,REPLACE,"@VFX: Trace 3, Sonic",vco_mehedsonc01,****
792,REPLACE,"@VFX: Trace 4, Acid",vco_smhanacid01,****
793,REPLACE,"@VFX: Trace 4, Cold",vco_smhancold01,****
794,REPLACE,"@VFX: Trace 4, Electric",vco_smhanelec01,****
795,REPLACE,"@VFX: Trace 4, Evil",vco_smhanevil01,****
796,REPLACE,"@VFX: Trace 4, Fire",vco_smhanfire01,****
797,REPLACE,"@VFX: Trace 4, Heal",vco_smhanheal01,****
798,REPLACE,"@VFX: Trace 4, Holy",vco_smhanholy01,****
799,REPLACE,"@VFX: Trace 4, Mind",vco_smhanmind01,****
800,REPLACE,"@VFX: Trace 4, Nature",vco_smhannatr01,****
801,REPLACE,"@VFX: Trace 4, Odd",vco_smhanodd01,****
802,REPLACE,"@VFX: Trace 4, Sonic",vco_smhansonc01,****
803,REPLACE,"@VFX: Trace 5, Acid",vco_lgrinacid01,****
804,REPLACE,"@VFX: Trace 5, Cold",vco_lgrincold01,****
805,REPLACE,"@VFX: Trace 5, Electric",vco_lgrinelec01,****
806,REPLACE,"@VFX: Trace 5, Evil",vco_lgrinevil01,****
807,REPLACE,"@VFX: Trace 5, Fire",vco_lgrinfire01,****
808,REPLACE,"@VFX: Trace 5, Heal",vco_lgrinheal01,****
809,REPLACE,"@VFX: Trace 5, Holy",vco_lgrinholy01,****
810,REPLACE,"@VFX: Trace 5, Mind",vco_lgrinmind01,****
811,REPLACE,"@VFX: Trace 5, Nature",vco_lgrinnatr01,****
812,REPLACE,"@VFX: Trace 5, Odd",vco_lgrinodd01,****
813,REPLACE,"@VFX: Trace 5, Sonic",vco_lgrinsonc01,****
814,REPLACE,"@VFX: Flies",vps_bugs,****
815,REPLACE,"@VFX: Butterflies",plc_t02,****
816,REPLACE,"@VFX: Dust Plume",plc_t03,****
817,REPLACE,"@VFX: Trace 6, Acid",vco_mehanacid02,****
818,REPLACE,"@VFX: Trace 6, Cold",vco_mehancold02,****
819,REPLACE,"@VFX: Trace 6, Electric",vco_mehanelec02,****
820,REPLACE,"@VFX: Trace 6, Evil",vco_mehanevil02,****
821,REPLACE,"@VFX: Trace 6, Fire",vco_mehanfire02,****
822,REPLACE,"@VFX: Trace 6, Heal",vco_mehanheal02,****
823,REPLACE,"@VFX: Trace 6, Holy",vco_mehanholy02,****
824,REPLACE,"@VFX: Trace 6, Mind",vco_mehanmind02,****
825,REPLACE,"@VFX: Trace 6, Nature",vco_mehannatr02,****
826,REPLACE,"@VFX: Trace 6, Odd",vco_mehanodd02,****
827,REPLACE,"@VFX: Trace 6, Sonic",vco_mehansonc02,****
828,REPLACE,"@VFX: Hex, Acid",vca_uphexacid01,****
829,REPLACE,"@VFX: Hex, Cold",vca_uphexcold01,****
830,REPLACE,"@VFX: Hex, Electric",vca_uphexelec01,****
831,REPLACE,"@VFX: Hex, Evil",vca_uphexevil01,****
832,REPLACE,"@VFX: Hex, Fire",vca_uphexfire01,****
833,REPLACE,"@VFX: Hex, Heal",vca_uphexheal01,****
834,REPLACE,"@VFX: Hex, Holy",vca_uphexholy01,****
835,REPLACE,"@VFX: Hex, Mind",vca_uphexmind01,****
836,REPLACE,"@VFX: Hex, Nature",vca_uphexnatr01,****
837,REPLACE,"@VFX: Hex, Odd",vca_uphexodd01,****
838,REPLACE,"@VFX: Hex, Sonic",vca_uphexsonc01,****
839,REPLACE,"@VFX: Cessate, Neutral",vce_neutral,****
840,REPLACE,"@VFX: Cessate, Negative",vce_negative,****
841,REPLACE,"@VFX: Cessate, Positive",vce_positive,****
842,REPLACE,"@VFX: Sonic Rings, Ahead",vca_outsonic,****
843,REPLACE,"@VFX: Sonic Rings, Behind",zep_vwt_outsoncb,****
844,REPLACE,"@VFX: Sonic Rings, Down",zep_vwt_outsoncd,****
845,REPLACE,"@VFX: Sonic Rings, Up",zep_vwt_outsoncu,****
846,REPLACE,"@VFX: Cone, Acid (laggy)",vca_coneacid01,****
847,REPLACE,"@VFX: Cone, Cold (laggy)",var_conecold,****
848,REPLACE,"@VFX: Cone, Disease (laggy)",var_conedisea,****
849,REPLACE,"@VFX: Cone, Evil (laggy)",vca_coneevil01,****
850,REPLACE,"@VFX: Cone, Fire (laggy)",var_conefire,****
851,REPLACE,"@VFX: Cone, Gaze (laggy)",var_conegaze,****
852,REPLACE,"@VFX: Cone, Nature (laggy)",vca_conenatr01,****
853,REPLACE,"@VFX: Cone, Poison (laggy)",var_conepois,****
854,REPLACE,"@VFX: Cone, Prismatic (laggy)",var_conepris,****
855,REPLACE,"@VFX: Cone, Sonic (laggy)",vca_conesonc01,****
856,REPLACE,"@VFX: Cone, Sparks (laggy)",var_conespar,****
857,REPLACE,"@VFX: Gaze, Evil (laggy)",vco_gazeevil,****
858,REPLACE,"@VFX: Gaze, Holy (laggy)",vco_gazeholy,****
859,REPLACE,"@VFX: Gaze, Odd (laggy)",vco_gazeodd,****
860,REPLACE,"@VFX: Gaze, Sonic (laggy)",vco_gazesonc,****
861,REPLACE,"@VFX: Motes T, Acid",zep_vwt_moacid01,****
862,REPLACE,"@VFX: Motes T, Cold",zep_vwt_mocold01,****
863,REPLACE,"@VFX: Motes T, Electric",zep_vwt_moelec01,****
864,REPLACE,"@VFX: Motes T, Evil",zep_vwt_moevil01,****
865,REPLACE,"@VFX: Motes T, Fire",zep_vwt_mofire01,****
866,REPLACE,"@VFX: Motes T, Heal",zep_vwt_moheal01,****
867,REPLACE,"@VFX: Motes T, Holy",zep_vwt_moholy01,****
868,REPLACE,"@VFX: Motes T, Mind",zep_vwt_momind01,****
869,REPLACE,"@VFX: Motes T, Nature",zep_vwt_monatr01,****
870,REPLACE,"@VFX: Motes T, Odd",zep_vwt_moodd01,****
871,REPLACE,"@VFX: Motes T, Sonic",zep_vwt_mosonc01,****
872,REPLACE,"@VFX: Motes S, Acid",zep_vwt_moacid02,****
873,REPLACE,"@VFX: Motes S, Cold",zep_vwt_mocold02,****
874,REPLACE,"@VFX: Motes S, Electric",zep_vwt_moelec02,****
875,REPLACE,"@VFX: Motes S, Evil",zep_vwt_moevil02,****
876,REPLACE,"@VFX: Motes S, Fire",zep_vwt_mofire02,****
877,REPLACE,"@VFX: Motes S, Heal",zep_vwt_moheal02,****
878,REPLACE,"@VFX: Motes S, Holy",zep_vwt_moholy02,****
879,REPLACE,"@VFX: Motes S, Mind",zep_vwt_momind02,****
880,REPLACE,"@VFX: Motes S, Nature",zep_vwt_monatr02,****
881,REPLACE,"@VFX: Motes S, Odd",zep_vwt_moodd02,****
882,REPLACE,"@VFX: Motes S, Sonic",zep_vwt_mosonc02,****
883,REPLACE,"@VFX: Motes M, Acid",zep_vwt_moacid03,****
884,REPLACE,"@VFX: Motes M, Cold",zep_vwt_mocold03,****
885,REPLACE,"@VFX: Motes M, Electric",zep_vwt_moelec03,****
886,REPLACE,"@VFX: Motes M, Evil",zep_vwt_moevil03,****
887,REPLACE,"@VFX: Motes M, Fire",zep_vwt_mofire03,****
888,REPLACE,"@VFX: Motes M, Heal",zep_vwt_moheal03,****
889,REPLACE,"@VFX: Motes M, Holy",zep_vwt_moholy03,****
890,REPLACE,"@VFX: Motes M, Mind",zep_vwt_momind03,****
891,REPLACE,"@VFX: Motes M, Nature",zep_vwt_monatr03,****
892,REPLACE,"@VFX: Motes M, Odd",zep_vwt_moodd03,****
893,REPLACE,"@VFX: Motes M, Sonic",zep_vwt_mosonc03,****
894,REPLACE,"@VFX: Motes L, Acid",zep_vwt_moacid04,****
895,REPLACE,"@VFX: Motes L, Cold",zep_vwt_mocold04,****
896,REPLACE,"@VFX: Motes L, Electric",zep_vwt_moelec04,****
897,REPLACE,"@VFX: Motes L, Evil",zep_vwt_moevil04,****
898,REPLACE,"@VFX: Motes L, Fire",zep_vwt_mofire04,****
