PATCH_IDX,PATCH_CMD,Name,label,InvSlotWidth,InvSlotHeight,EquipableSlots,CanRotateIcon,ModelType,ItemClass,GenderSpecific,Part1EnvMap,Part2EnvMap,Part3EnvMap,DefaultModel,DefaultIcon,Container,WeaponWield,WeaponType,WeaponSize,RangedWeapon,PrefAttackDist,MinRange,MaxRange,NumDice,DieToRoll,CritThreat,CritHitMult,Category,BaseCost,Stacking,ItemMultiplier,Description,InvSoundType,MaxProps,MinProps,PropColumn,StorePanel,ReqFeat0,ReqFeat1,ReqFeat2,ReqFeat3,ReqFeat4,AC_Enchant,BaseAC,ArmorCheckPen,BaseItemStatRef,ChargesStarting,RotateOnGround,TenthLBS,WeaponMatType,AmmunitionType,QBBehaviour,ArcaneSpellFailure,%AnimSlashL,%AnimSlashR,%AnimSlashS,StorePanelSort,ILRStackSize,WeaponFocusFeat,EpicWeaponFocusFeat,WeaponSpecializationFeat,EpicWeaponSpecializationFeat,WeaponImprovedCriticalFeat,EpicWeaponOverwhelmingCriticalFeat,EpicWeaponDevastatingCriticalFeat,WeaponOfChoiceFeat
368,ADD,16808068,ring2_armor,1,1,0x00180,0,0,it_ring2,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,2,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
369,ADD,16808069,ring2_natural,1,1,0x00180,0,0,it_ring2,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,1,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
370,ADD,16808070,ring2_shield,1,1,0x00180,0,0,it_ring2,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,3,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
371,ADD,16808071,amulet2_armor,1,2,0x00200,0,0,it_neck2,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,2,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
372,ADD,16808072,amulet2_deflect,1,2,0x00200,0,0,it_neck2,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,4,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
373,ADD,16808073,amulet2_shield,1,2,0x00200,0,0,it_neck2,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,3,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
374,ADD,16808074,runestone,1,1,0x00000,0,0,it_zrune,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
375,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
376,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
377,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
378,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
379,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
380,ADD,16967242,miscsmall4,1,1,0x00000,0,2,it_smmis4,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
381,ADD,16967243,miscmedium4,2,2,0x00000,0,2,it_mdmis4,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
382,ADD,16967244,miscthin2,1,2,0x00000,0,0,it_thnmis2,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
383,ADD,16967245,miscthin3,1,2,0x00000,0,0,it_thnmis3,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
384,ADD,16967246,miscthin4,1,2,0x00000,0,2,it_thmis4,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
385,ADD,16967247,misclarge2,2,3,0x00000,0,0,it_lrgmis2,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
386,ADD,16967248,misclarge3,2,3,0x00000,0,0,it_lrgmis3,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
387,ADD,16967249,misclarge4,2,3,0x00000,0,2,it_lgmis4,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
388,ADD,16967250,stacksmall2,1,1,0x00000,0,0,it_smlmis,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
389,ADD,16967251,stacksmall3,1,1,0x00000,0,0,it_smlmis3,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
390,ADD,16967252,stacksmall4,1,1,0x00000,0,2,it_slmis4,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
391,ADD,16967253,stackmedium1,2,2,0x00000,0,0,it_midmisc,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
392,ADD,16967254,stackmedium2,2,2,0x00000,0,0,it_misc,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
393,ADD,16967255,stackmedium3,2,2,0x00000,0,0,it_midmis3,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
394,ADD,16967256,stackmedium4,2,2,0x00000,0,2,it_mdmis4,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,0.01,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
395,ADD,16967257,stackthin1,1,2,0x00000,0,0,it_thnmisc,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,10,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
396,ADD,16967258,stackthin2,1,2,0x00000,0,0,it_thnmis2,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,10,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
397,ADD,16967259,stackthin3,1,2,0x00000,0,0,it_thnmis3,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,10,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
398,ADD,16967260,stackthin4,1,2,0x00000,0,2,it_thmis4,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,255,****,****,****,****,16,1,10,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
399,ADD,16967261,stacklarge1,2,3,0x00000,0,0,it_talmisc,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
400,ADD,16967262,stacklarge2,2,3,0x00000,0,0,it_lrgmis2,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
401,ADD,16967263,stacklarge3,2,3,0x00000,0,0,it_lrgmis3,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
402,ADD,16967264,stacklarge4,2,3,0x00000,0,2,it_lgmis4,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,255,****,****,****,****,16,0,10,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
403,ADD,16808078,ring3,1,1,0x00180,0,2,it_ring3,0,1,1,1,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,4,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
404,ADD,16808079,ring3_armor,1,1,0x00180,0,2,it_ring3,0,1,1,1,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,2,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
405,ADD,16808080,ring3_natural,1,1,0x00180,0,2,it_ring3,0,1,1,1,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,1,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
406,ADD,16808081,ring3_shield,1,1,0x00180,0,2,it_ring3,0,1,1,1,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,3,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
407,ADD,16808082,amulet3,1,2,0x00200,0,2,it_neck3,0,1,1,1,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,1,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
408,ADD,16808083,amulet3_armor,1,2,0x00200,0,2,it_neck3,0,1,1,1,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,2,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
409,ADD,16808084,amulet3_deflect,1,2,0x00200,0,2,it_neck3,0,1,1,1,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,4,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
410,ADD,16808085,amulet3_shield,1,2,0x00200,0,2,it_neck3,0,1,1,1,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,3,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
411,ADD,16808086,gem2,1,1,0x00000,0,0,it_gem2,0,1,1,1,doa_gem,iit_gem_001,0,1,0,****,****,****,0,255,****,****,****,****,17,0,10,1,5024,21,8,0,17,4,****,****,****,****,****,****,0,0,5472,0,0,0,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
412,ADD,16808087,gem3,1,1,0x00000,0,2,it_gem3,0,1,1,1,doa_gem,iit_gem_001,0,1,0,****,****,****,0,255,****,****,****,****,17,0,10,1,5024,21,8,0,17,4,****,****,****,****,****,****,0,0,5472,0,0,0,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
413,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
414,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
415,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
416,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
417,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
418,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
419,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
420,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
421,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
422,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
423,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
424,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
425,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
426,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
427,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
428,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
429,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
430,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
431,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
432,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
433,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
434,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
435,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
436,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
437,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
438,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
439,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
440,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
441,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
442,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
443,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
444,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
445,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
446,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
447,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
448,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
449,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
450,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
451,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
452,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
453,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
454,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
455,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
